sample_id,cs_br_concentration,pb_br2_concentration,temperature,solvent_type,oa_concentration,oam_concentration,reaction_time,phase_label,bandgap,plqy,emission_peak,emission_fwhm,particle_size,size_distribution_width,lifetime,stability_score,phase_purity
838,2.26,1.04,193.1,0,0.465,0.137,8.4,0,2.28,0.852,501.1,17.6,8.6,0.24,17.3,0.6,0.85
839,1.97,1.83,134.2,3,0.173,0.294,14.6,0,2.34,0.921,523.8,19.3,12.8,0.31,14.4,0.65,0.82
840,1.61,1.63,150.3,2,0.181,0.376,28.8,3,2.96,0.279,461.1,22.7,8.3,0.4,4.4,0.6,0.6
841,2.26,0.67,194.4,1,0.467,0.492,12.1,0,2.35,0.816,503.9,20.4,5.3,0.42,20.4,0.95,0.88
842,0.91,1.5,164.5,1,0.245,0.015,26.7,2,2.88,0.358,456.0,21.0,8.3,0.34,4.3,0.53,0.97
843,1.71,1.08,124.7,0,0.127,0.357,9.9,1,3.62,0.028,441.5,19.6,5.9,0.36,5.8,0.95,0.87
844,0.96,0.96,103.6,0,0.257,0.358,14.9,4,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.64,0.98
845,2.19,1.02,117.2,2,0.127,0.335,14.0,1,3.9,0.167,382.8,23.3,4.6,0.34,2.9,0.81,0.89
846,2.07,0.66,164.2,2,0.12,0.298,8.7,0,2.15,0.798,531.5,21.3,7.7,0.33,8.9,0.79,0.9
847,0.81,1.83,169.1,0,0.153,0.493,17.0,2,2.82,0.268,478.2,19.0,9.8,0.27,3.6,0.91,0.97
848,2.47,1.31,196.4,2,0.088,0.066,10.1,0,2.32,0.908,512.7,20.5,9.8,0.23,12.2,0.82,0.91
849,0.56,1.88,115.7,4,0.105,0.086,26.7,4,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.61,0.83
850,0.59,0.68,118.5,1,0.444,0.008,22.3,4,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.72,0.82
851,2.32,1.26,163.1,4,0.46,0.338,22.9,0,2.12,0.745,523.7,20.9,11.8,0.42,16.0,0.95,0.86
852,1.14,0.87,194.3,4,0.255,0.024,17.1,0,2.3,0.603,515.9,17.8,9.0,0.38,24.3,0.92,0.96
853,0.57,0.8,177.3,0,0.229,0.376,27.9,2,3.18,0.454,458.1,19.9,9.3,0.45,3.0,0.67,0.98
854,0.59,1.15,189.7,3,0.211,0.046,5.3,2,2.7,0.272,458.4,24.8,8.6,0.5,7.1,0.61,0.86
855,2.12,1.31,110.1,4,0.409,0.458,11.7,1,3.86,0.14,399.2,18.2,4.4,0.33,4.5,0.6,0.91
856,1.26,1.59,156.5,3,0.08,0.303,24.6,2,2.72,0.428,446.4,19.0,7.4,0.36,4.2,0.84,0.93
857,2.06,0.61,103.1,4,0.214,0.182,26.1,1,3.51,0.105,429.9,25.0,5.2,0.24,8.4,0.94,0.95
858,1.22,1.77,163.1,4,0.28,0.436,14.5,2,2.88,0.488,472.4,23.9,6.0,0.48,4.7,0.97,0.96
859,1.22,1.27,197.2,0,0.23,0.228,22.7,0,2.35,0.864,506.0,23.7,7.9,0.45,19.3,0.78,0.86
860,1.72,1.39,194.0,3,0.133,0.081,20.1,0,2.26,0.797,534.8,26.2,11.0,0.42,14.7,0.68,0.98
861,0.71,1.33,168.1,2,0.243,0.418,13.0,2,2.91,0.399,463.7,21.6,7.3,0.45,3.4,0.86,0.8
862,1.97,0.6,139.9,2,0.205,0.475,16.5,1,3.93,0.176,419.7,20.8,4.1,0.37,6.1,0.66,0.94
863,2.08,0.51,108.9,4,0.326,0.456,17.9,1,3.98,0.183,403.8,21.2,5.1,0.48,5.0,0.77,0.99
864,2.04,0.51,106.6,2,0.471,0.321,23.8,1,3.99,0.159,409.5,21.5,5.0,0.44,7.0,0.99,0.93
865,1.13,1.14,174.8,0,0.372,0.114,25.4,0,2.42,0.843,520.8,22.9,10.5,0.29,17.3,0.51,0.99
866,1.01,1.55,198.8,0,0.439,0.287,12.8,2,2.84,0.3,462.5,21.1,10.1,0.32,2.7,0.78,0.84
867,2.21,1.02,159.5,2,0.478,0.383,15.3,0,2.47,0.755,514.5,14.6,9.9,0.44,16.5,0.54,0.98
868,1.95,0.61,125.8,0,0.077,0.387,21.6,1,3.65,0.193,438.8,21.4,5.9,0.44,9.0,0.68,0.85
869,2.03,1.74,133.7,1,0.21,0.03,26.6,0,2.15,0.865,507.4,20.9,10.9,0.28,22.8,0.65,0.91
870,0.89,0.96,117.7,1,0.191,0.491,27.7,4,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.77,0.87
871,0.61,1.72,192.7,0,0.197,0.224,13.4,2,3.22,0.673,474.7,23.3,9.0,0.42,5.5,0.97,0.98
872,1.15,0.56,162.9,2,0.365,0.333,20.0,0,2.3,0.834,522.4,23.1,12.8,0.48,27.1,0.51,0.87
873,1.09,1.91,168.2,0,0.343,0.089,20.8,2,3.15,0.334,469.3,18.7,9.1,0.48,4.5,0.84,1.0
874,2.29,1.5,118.2,2,0.392,0.45,13.9,1,4.37,0.157,409.5,16.1,6.1,0.41,6.7,0.67,0.97
875,2.36,1.86,134.7,4,0.13,0.317,20.4,1,3.96,0.19,412.4,19.0,6.1,0.43,3.9,0.73,0.91
876,2.36,1.56,159.0,2,0.322,0.457,21.7,0,2.12,1.0,528.5,24.4,9.3,0.26,12.3,0.6,0.98
877,0.74,0.92,112.6,0,0.439,0.214,17.7,4,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.88,0.81
878,1.59,1.44,191.0,1,0.495,0.168,20.4,0,2.39,0.776,520.5,17.3,8.5,0.24,19.6,0.68,0.81
879,0.62,1.95,156.9,4,0.007,0.01,19.3,2,3.21,0.373,455.5,17.6,7.8,0.28,6.4,0.89,0.98
880,2.49,1.25,169.4,1,0.358,0.478,21.6,0,2.27,0.928,529.4,20.0,9.6,0.35,15.4,0.69,0.97
881,0.81,0.99,121.8,2,0.414,0.036,10.3,0,2.29,1.0,521.9,18.1,10.9,0.22,14.3,0.59,0.99
882,1.9,0.72,178.9,2,0.166,0.048,5.4,0,2.17,0.738,534.9,22.2,7.6,0.39,16.1,0.98,0.91
883,1.33,0.88,101.4,0,0.044,0.196,10.5,1,4.2,0.236,405.5,26.6,6.5,0.34,3.8,0.88,1.0
884,1.61,1.97,145.1,4,0.43,0.044,19.8,0,2.25,0.828,543.7,20.3,11.4,0.46,22.4,0.9,0.98
885,0.78,1.06,152.1,0,0.128,0.492,27.2,2,2.87,0.401,464.9,21.8,7.6,0.27,1.4,0.88,0.8
886,0.88,1.55,116.8,4,0.363,0.085,13.8,4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.95,0.94
887,1.87,1.35,143.4,0,0.252,0.106,14.3,1,3.66,0.13,408.1,18.6,4.3,0.42,4.2,0.85,0.82
888,1.61,0.57,105.0,2,0.459,0.239,24.1,1,3.69,0.119,381.8,23.4,7.5,0.38,7.5,0.74,0.83
889,1.52,1.0,188.2,0,0.329,0.498,8.5,0,2.48,0.795,520.1,21.9,10.6,0.29,23.0,0.99,0.83
890,2.39,0.59,108.9,2,0.244,0.139,10.3,1,4.23,0.206,428.4,19.8,4.5,0.33,6.8,0.8,0.84
891,0.52,0.69,162.7,0,0.064,0.317,29.5,2,2.86,0.423,478.7,24.7,9.7,0.24,3.3,0.97,0.94
892,0.71,1.06,119.4,1,0.252,0.209,27.2,4,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.7,0.8
893,2.47,0.59,171.5,4,0.115,0.414,16.4,0,2.34,0.774,514.8,20.6,9.8,0.25,15.5,0.8,0.88
894,2.27,1.53,174.2,3,0.149,0.433,6.0,0,2.08,0.677,524.8,22.2,14.7,0.49,15.7,0.77,0.86
895,1.74,1.09,115.1,0,0.401,0.102,8.0,1,3.66,0.155,397.2,16.1,5.9,0.45,7.8,0.95,0.89
896,2.01,1.84,138.3,3,0.465,0.042,17.8,0,2.25,0.865,516.1,19.9,13.3,0.33,22.3,0.72,1.0
897,1.87,1.41,118.9,1,0.284,0.172,12.6,1,3.8,0.132,420.7,17.6,6.8,0.45,6.4,0.54,0.99
898,1.01,1.68,166.5,2,0.47,0.277,13.0,2,2.87,0.409,445.7,20.6,7.8,0.42,4.6,0.97,0.92
899,1.87,0.65,162.3,3,0.074,0.12,12.8,0,2.42,0.869,516.8,20.8,8.6,0.27,19.3,0.57,0.99
900,2.48,1.92,197.4,1,0.444,0.333,14.1,0,2.31,1.0,522.5,19.6,9.8,0.41,13.1,0.68,0.93
901,1.5,0.54,198.0,2,0.185,0.233,23.2,0,2.23,0.769,514.7,14.6,11.9,0.44,9.5,0.63,0.95
902,2.3,1.45,194.7,2,0.484,0.218,19.1,0,2.29,0.898,517.6,16.0,6.6,0.33,21.1,0.95,0.83
903,0.85,0.93,102.2,0,0.286,0.463,28.4,4,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.67,0.95
904,1.69,0.98,194.0,4,0.191,0.151,16.2,0,2.34,0.815,519.2,18.2,11.1,0.27,16.1,0.56,0.84
905,0.75,1.72,105.3,2,0.325,0.292,11.2,4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.97,0.96
906,1.1,0.98,130.9,0,0.226,0.206,21.4,0,2.47,0.933,522.0,17.0,9.7,0.35,8.6,0.77,0.87
907,0.83,1.9,107.9,4,0.223,0.458,18.9,4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.83,0.95
908,0.85,1.83,150.5,3,0.13,0.422,21.3,2,3.17,0.436,456.6,20.1,5.8,0.25,2.8,0.51,0.91
909,2.09,1.81,182.0,1,0.452,0.231,8.3,0,2.15,0.758,510.7,20.2,10.1,0.28,23.7,0.96,0.93
910,1.21,0.73,143.9,4,0.031,0.464,14.2,1,4.04,0.107,392.3,20.2,5.2,0.25,5.8,0.56,0.86
911,1.14,1.49,194.5,0,0.213,0.302,10.7,2,2.83,0.291,450.5,17.9,8.1,0.32,6.1,0.75,0.83
912,0.57,0.68,137.8,2,0.176,0.077,24.4,0,2.16,0.775,506.7,24.4,11.3,0.46,16.0,0.86,0.99
913,1.2,1.84,165.9,1,0.455,0.074,8.8,2,2.77,0.386,439.4,24.1,8.3,0.47,4.0,0.64,0.97
914,1.88,1.74,178.2,1,0.391,0.113,10.7,0,2.26,0.533,518.8,20.3,9.1,0.21,16.5,0.59,0.92
915,2.08,0.68,150.6,1,0.415,0.1,6.0,3,2.59,0.457,494.2,24.6,6.6,0.45,1.0,0.78,0.6
916,1.62,1.94,170.6,3,0.333,0.421,15.9,0,2.23,0.785,539.8,16.6,10.4,0.3,15.1,0.6,0.99
917,0.93,1.54,115.3,1,0.46,0.254,20.9,4,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.65,1.0
918,1.19,1.99,185.8,4,0.077,0.408,29.8,2,2.84,0.403,458.9,21.8,6.6,0.47,5.4,1.0,0.87
919,1.24,0.57,139.0,3,0.432,0.122,26.4,1,3.95,0.161,388.8,19.1,6.1,0.2,8.7,0.83,0.85
920,1.62,0.96,112.2,4,0.162,0.007,21.5,1,3.94,0.198,405.8,21.0,5.2,0.27,2.1,0.91,0.89
921,1.23,0.59,173.0,3,0.023,0.159,19.2,0,2.44,0.743,512.8,19.8,11.6,0.37,13.1,0.96,0.87
922,1.36,0.53,193.3,0,0.288,0.188,29.6,0,2.19,0.836,521.2,21.8,9.3,0.21,6.4,0.58,1.0
923,1.83,0.61,186.7,3,0.048,0.364,7.2,0,2.42,0.753,520.1,22.9,7.9,0.36,13.3,0.82,0.88
924,1.63,1.28,121.6,1,0.213,0.447,10.8,1,4.07,0.012,416.4,16.1,6.0,0.34,7.2,0.67,0.92
925,1.56,1.43,164.9,3,0.176,0.42,28.4,0,2.21,0.603,517.3,21.0,8.4,0.43,16.5,0.66,0.84
926,2.41,1.51,178.6,2,0.091,0.062,6.1,0,2.47,0.881,521.8,13.2,7.7,0.37,25.9,0.73,0.98
927,1.46,1.57,100.1,3,0.484,0.232,12.7,4,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.65,0.89
928,1.4,0.96,194.1,3,0.408,0.193,13.7,0,2.18,0.993,524.2,20.6,12.0,0.31,13.2,0.52,0.95
929,2.45,1.35,161.6,3,0.221,0.055,20.9,0,2.19,0.9,531.7,22.0,10.2,0.41,8.4,0.59,0.87
930,0.82,0.74,141.4,1,0.213,0.117,7.0,0,2.21,0.77,531.8,15.3,12.3,0.43,11.5,0.64,0.93
931,1.0,1.96,175.4,2,0.373,0.154,11.4,2,2.81,0.641,471.3,18.1,6.9,0.48,2.2,0.62,0.94
932,2.22,0.91,145.1,1,0.287,0.135,15.2,1,3.72,0.234,412.7,16.0,5.8,0.25,5.4,0.75,0.83
933,1.95,1.59,121.9,4,0.335,0.267,24.3,1,4.16,0.052,405.8,22.3,4.9,0.23,9.2,0.79,0.83
934,1.88,0.67,147.9,0,0.239,0.151,26.3,1,3.92,0.126,420.1,17.0,4.7,0.3,5.3,0.89,0.81
935,0.52,0.95,156.7,2,0.191,0.032,23.1,2,2.82,0.456,464.0,21.1,11.2,0.46,7.7,0.6,0.97
936,1.17,1.09,135.6,4,0.196,0.165,13.4,0,2.41,0.793,520.1,17.1,14.9,0.22,11.9,0.53,0.94
937,1.61,0.78,169.6,3,0.194,0.042,10.6,0,2.27,0.657,535.1,21.8,9.6,0.45,19.1,0.57,0.97
938,0.89,1.19,118.3,3,0.104,0.054,12.5,4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.86,0.88
939,1.98,1.51,165.8,4,0.416,0.016,24.8,0,2.21,0.672,530.4,19.0,8.4,0.49,23.2,0.58,0.96
940,0.68,1.49,148.7,2,0.032,0.132,29.8,0,2.32,0.771,522.4,23.7,13.5,0.25,4.5,0.91,0.92
941,1.06,1.09,118.1,2,0.365,0.377,24.0,4,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.81,0.85
942,0.77,0.7,140.1,0,0.108,0.439,10.7,0,2.54,0.797,531.2,21.9,12.8,0.4,10.0,0.97,0.8
943,2.21,0.71,147.8,4,0.174,0.407,11.2,1,4.0,0.15,400.7,18.4,4.6,0.22,8.6,0.87,0.91
944,1.02,1.23,123.5,1,0.135,0.459,24.8,3,2.22,0.189,474.5,18.2,12.4,0.44,6.3,0.51,0.6
945,1.41,0.74,116.3,1,0.146,0.441,6.5,1,3.47,0.181,387.9,18.8,5.7,0.46,1.6,0.55,0.98
946,1.78,1.54,132.1,2,0.207,0.311,25.8,0,2.34,0.832,527.1,22.8,7.8,0.27,18.7,0.89,0.89
947,0.8,1.26,193.1,1,0.078,0.299,25.1,2,2.78,0.319,450.7,23.3,6.1,0.28,4.9,0.87,0.99
948,1.47,1.44,145.1,0,0.397,0.05,7.1,0,2.42,0.881,527.5,19.8,8.5,0.3,13.0,0.96,0.92
949,1.84,1.84,189.9,3,0.428,0.431,17.1,0,2.2,0.869,497.8,18.4,8.5,0.38,12.2,0.68,0.92
950,1.97,1.85,110.9,0,0.086,0.071,17.3,4,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.63,0.84
951,1.41,0.75,136.1,2,0.075,0.056,9.4,1,3.77,0.081,407.9,14.4,7.1,0.47,8.4,0.87,0.8
952,1.58,0.79,197.6,2,0.151,0.439,25.8,0,2.36,0.701,501.6,23.3,7.4,0.44,15.4,0.51,0.87
953,1.87,1.65,168.4,0,0.306,0.437,9.7,0,2.16,0.803,528.3,18.6,8.9,0.48,12.4,0.8,0.86
954,0.97,0.78,192.1,3,0.159,0.085,27.8,0,2.34,0.805,509.9,22.6,11.5,0.21,20.3,0.68,0.95
955,0.82,1.39,111.7,2,0.462,0.478,24.2,4,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.88,0.94
956,1.3,1.15,146.3,1,0.323,0.086,20.6,0,2.37,0.806,513.7,20.5,9.3,0.4,14.2,0.83,0.87
957,0.89,1.59,122.3,4,0.38,0.02,11.8,0,2.28,0.893,507.4,24.6,12.0,0.23,16.3,0.91,0.96
958,1.24,0.94,166.3,0,0.356,0.269,26.7,0,2.26,0.499,513.1,20.4,9.9,0.43,18.4,0.78,0.81
959,1.12,0.96,113.4,0,0.021,0.194,19.3,4,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.97,0.89
960,1.55,0.87,131.4,2,0.388,0.48,20.9,1,3.82,0.249,409.8,22.4,3.3,0.24,6.5,0.65,0.84
961,1.72,1.57,143.6,1,0.09,0.097,5.4,0,2.36,0.817,519.9,22.4,11.4,0.35,14.3,0.76,0.98
962,2.04,1.55,111.2,3,0.431,0.223,25.6,1,3.67,0.188,422.0,19.5,4.9,0.25,4.2,0.85,0.82
963,1.6,0.59,187.5,3,0.205,0.369,23.6,0,2.39,0.835,521.9,18.1,11.1,0.26,20.4,0.55,0.86
964,0.59,1.71,127.0,4,0.45,0.275,5.0,0,2.22,0.589,527.6,17.9,7.7,0.38,9.6,0.53,0.88
965,1.9,0.75,145.7,3,0.467,0.429,9.4,1,3.51,0.114,423.1,23.5,4.2,0.46,3.1,0.6,0.96
966,1.32,1.62,150.6,0,0.442,0.482,27.8,0,2.31,0.738,512.8,12.6,10.4,0.23,10.8,0.99,0.84
967,1.83,1.69,120.1,1,0.358,0.076,21.8,0,2.29,0.729,528.9,15.2,8.7,0.36,9.2,0.66,0.99
968,1.97,1.55,140.6,3,0.247,0.047,6.1,1,3.91,0.07,414.1,15.4,4.5,0.36,1.5,0.93,0.96
969,0.99,0.61,112.7,4,0.222,0.205,16.5,1,3.8,0.15,425.4,22.6,4.8,0.36,2.7,0.65,0.93
970,0.86,1.51,199.1,1,0.351,0.188,22.4,2,2.98,0.339,461.4,16.6,5.9,0.24,8.0,0.72,0.86
971,1.51,1.35,195.2,2,0.163,0.301,21.8,0,2.41,0.806,518.4,20.4,11.0,0.28,14.2,0.74,0.95
972,1.32,1.39,199.7,0,0.382,0.287,14.9,3,3.12,0.356,450.6,16.2,9.8,0.41,5.0,0.93,0.6
973,1.07,0.91,195.4,1,0.401,0.401,26.2,0,2.22,0.82,496.8,18.3,11.2,0.37,19.2,0.9,0.82
974,1.26,1.66,153.4,2,0.145,0.005,20.1,2,2.81,0.347,458.7,21.5,8.1,0.47,4.8,0.52,0.88
975,2.42,0.56,140.0,4,0.301,0.031,26.0,1,4.01,0.206,409.7,20.0,6.2,0.46,4.9,0.79,0.84
976,1.83,0.56,148.2,4,0.276,0.309,23.4,1,3.87,0.248,429.0,14.8,5.0,0.2,7.0,0.96,0.89
977,1.24,0.52,100.1,0,0.34,0.36,24.0,1,3.68,0.188,423.8,19.7,4.0,0.49,4.7,0.68,0.86
978,1.62,1.65,119.2,3,0.489,0.332,27.4,4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.88,0.98
979,2.32,1.48,153.1,1,0.207,0.321,5.9,0,2.31,0.8,509.4,19.0,10.8,0.27,18.7,0.98,0.83
980,1.69,0.56,148.4,2,0.477,0.279,28.2,1,3.82,0.17,396.8,20.8,4.9,0.24,5.2,0.96,0.92
981,1.37,1.22,131.5,3,0.384,0.092,26.4,0,2.25,0.873,520.4,18.2,12.6,0.29,16.0,0.65,0.98
982,1.11,0.93,178.5,2,0.299,0.3,13.2,3,2.38,0.399,467.0,20.3,9.0,0.45,6.6,0.86,0.6
983,0.94,0.75,182.9,4,0.028,0.371,14.9,0,2.28,1.0,512.4,22.0,12.9,0.34,21.3,0.82,0.89
984,0.81,1.66,153.6,4,0.366,0.309,18.9,2,2.8,0.429,449.7,21.7,7.6,0.4,6.8,0.57,0.97
985,0.7,0.67,150.2,3,0.184,0.042,6.7,0,2.47,0.985,526.3,20.8,11.6,0.23,10.9,0.74,0.95
986,1.78,1.03,114.1,3,0.437,0.366,26.3,1,3.95,0.123,437.2,18.7,5.3,0.37,3.3,0.73,0.85
987,2.19,1.4,103.7,1,0.244,0.267,10.6,1,3.37,0.175,417.4,22.6,6.5,0.41,5.2,0.96,1.0
988,1.35,0.56,147.4,4,0.445,0.406,18.9,1,4.19,0.131,417.4,19.5,4.4,0.29,3.8,0.84,0.86
989,0.74,1.54,140.9,1,0.463,0.364,17.1,0,2.28,0.754,519.7,19.4,9.1,0.33,10.9,0.93,0.9
990,1.97,1.16,137.9,1,0.296,0.199,28.3,1,3.92,0.186,409.1,18.5,5.2,0.38,4.9,0.9,0.85
991,2.31,0.58,158.8,4,0.395,0.345,7.8,0,2.4,0.692,516.2,18.3,7.8,0.27,22.1,0.58,0.94
992,1.58,1.11,152.2,2,0.085,0.147,11.9,0,2.23,0.814,511.7,13.5,10.0,0.4,13.9,0.72,0.91
993,2.25,1.74,189.0,2,0.318,0.286,23.9,0,2.17,0.752,519.4,19.0,8.9,0.22,14.8,0.77,0.93
994,1.83,1.45,107.4,1,0.15,0.27,21.0,1,3.68,0.196,401.0,20.3,5.1,0.3,3.5,0.98,0.99
995,2.12,1.68,179.5,1,0.213,0.38,9.0,0,2.26,0.847,519.5,21.9,10.6,0.21,10.5,0.72,0.91
996,2.05,1.37,161.0,3,0.417,0.04,28.6,0,2.28,0.985,521.3,15.9,9.8,0.48,22.8,0.82,0.83
997,0.71,1.2,104.7,2,0.074,0.431,28.1,4,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.61,0.96
998,0.68,1.74,131.3,4,0.269,0.01,23.0,0,2.49,0.814,517.8,16.1,10.9,0.24,20.1,0.79,0.96
999,0.66,0.87,185.8,1,0.426,0.492,12.7,2,2.82,0.381,473.9,21.0,9.7,0.36,5.2,0.91,0.96
